OBJECTID,DEPARTAMEN,PROVINCIA,DISTRITO,CAPITAL,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,GID_3
1198,HUANCAVELICA,HUANCAVELICA,PILCHACA,PILCHACA,500,0,500,100,0,0,421,0,421,100,0,0,135,27,0,0,0,0,0,0,191,38.2,39,9.26,89,0,102,0.01,45,0,82,38.2,135,27,33.33,0,0,0,PER.9.5.15_1
1199,LIMA,YAUYOS,OMAS,OMAS,593,0,593,100,0,0,571,0.01,571,100,0,0,11,1.85,4,0.67,0,0,0,0,212,35.75,74,12.96,113,0.01,99,0.01,2,1,167,35.75,11,1.85,18.18,4,0.67,25,PER.16.9.21_1
1200,LIMA,YAUYOS,HUANTAN,HUANTAN,941,0,941,100,0,0,535,0.01,535,100,0,0,176,18.7,1,0.11,0,0,0,0,247,26.25,66,12.34,129,0.01,118,0.01,17,0,140,26.25,176,18.7,9.66,1,0.11,0,PER.16.9.16_1
1201,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,HUAYLLAHUARA,637,0,637,100,0,0,663,0.01,663,100,0,0,430,67.5,0,0,0,0,0,0,178,27.94,66,9.95,80,0,98,0.01,111,0,29,27.94,430,67.5,25.81,0,0,0,PER.9.5.7_1
1202,LIMA,LIMA,SAN BARTOLO,SAN BARTOLO,7482,0.03,150,2,7332,98,3760,0.04,67,1.78,3693,98.22,40,26.67,8,5.33,813,11.09,260,0.04,136,90.67,56,83.58,118,0.01,18,0,33,8,87,90.67,853,11.4,82.5,268,3.58,100,PER.15.1.29_1
1203,LIMA,YAUYOS,YAUYOS,YAUYOS,1481,0.01,1481,100,0,0,1194,0.01,1194,100,0,0,83,5.6,13,0.88,0,0,0,0,381,25.73,106,8.88,204,0.01,177,0.01,1,2,265,25.73,83,5.6,1.2,13,0.88,15.38,PER.16.9.33_1
1204,HUANCAVELICA,TAYACAJA,ACOSTAMBO,ACOSTAMBO,3266,0.01,3266,100,0,0,1861,0.02,1861,100,0,0,1609,49.27,6,0.18,0,0,0,0,1286,39.38,307,16.5,624,0.03,662,0.04,568,2,351,39.38,1609,49.27,35.3,6,0.18,33.33,PER.9.7.1_1
1205,HUANCAVELICA,TAYACAJA,ACRAQUIA,ACRAQUIA,3522,0.01,3522,100,0,0,2206,0.02,2206,100,0,0,2380,67.58,0,0,0,0,0,0,1440,40.89,327,14.82,691,0.04,749,0.04,906,0,158,40.89,2380,67.58,38.07,0,0,0,PER.9.7.2_1
1206,JUNIN,HUANCAYO,CARHUACALLANGA,CARHUACALLANGA,506,0,506,100,0,0,395,0,395,100,0,0,360,71.15,0,0,0,0,0,0,67,13.24,16,4.05,34,0,33,0,43,0,8,13.24,360,71.15,11.94,0,0,0,PER.12.4.1_1
1207,CUSCO,LA CONVENCION,QUELLOUNO,QUELLOUNO,13311,0.05,13311,100,0,0,6008,0.06,6008,100,0,0,8014,60.21,30,0.23,0,0,0,0,7256,54.51,2170,36.12,3821,0.21,3435,0.19,4201,20,1239,54.51,8014,60.21,52.42,30,0.23,66.67,PER.8.9.6_1
1208,LIMA,CA?ÊETE,CALANGO,CALANGO,2269,0.01,2269,100,0,0,1345,0.01,1345,100,0,0,260,11.46,72,3.17,0,0,0,0,608,26.8,144,10.71,319,0.02,289,0.02,64,20,345,26.8,260,11.46,24.62,72,3.17,27.78,PER.16.3.2_1
1209,JUNIN,HUANCAYO,HUASICANCHA,HUASICANCHA,829,0,829,100,0,0,733,0.01,733,100,0,0,433,52.23,0,0,0,0,0,0,250,30.16,91,12.41,128,0.01,122,0.01,126,0,49,30.16,433,52.23,29.1,0,0,0,PER.12.4.14_1
1210,JUNIN,HUANCAYO,CHACAPAMPA,CHACAPAMPA,959,0,959,100,0,0,1018,0.01,1018,100,0,0,542,56.52,0,0,0,0,0,0,241,25.13,55,5.4,114,0.01,127,0.01,105,0,66,25.13,542,56.52,19.37,0,0,0,PER.12.4.2_1
1211,LIMA,YAUYOS,HUAMPARA,HUAMPARA,149,0,149,100,0,0,247,0,247,100,0,0,6,4.03,0,0,0,0,0,0,29,19.46,12,4.86,15,0,14,0,0,0,28,19.46,6,4.03,0,0,0,0,PER.16.9.12_1
1212,JUNIN,HUANCAYO,CHONGOS ALTO,CHONGOS ALTO,1484,0.01,1484,100,0,0,1071,0.01,1071,100,0,0,425,28.64,0,0,0,0,0,0,314,21.16,102,9.52,152,0.01,162,0.01,109,0,118,21.16,425,28.64,25.65,0,0,0,PER.12.4.5_1
1213,HUANCAVELICA,TAYACAJA,AHUAYCHA,AHUAYCHA,3873,0.01,3873,100,0,0,2140,0.02,2140,100,0,0,2472,63.83,1,0.03,0,0,0,0,1768,45.65,386,18.04,864,0.05,904,0.05,1083,0,176,45.65,2472,63.83,43.81,1,0.03,0,PER.9.7.3_1
1214,LIMA,YAUYOS,LARAOS,LARAOS,546,0,546,100,0,0,452,0,452,100,0,0,29,5.31,0,0,0,0,0,0,207,37.91,58,12.83,97,0.01,110,0.01,7,0,146,37.91,29,5.31,24.14,0,0,0,PER.16.9.17_1
1215,LIMA,YAUYOS,CARANIA,CARANIA,162,0,162,100,0,0,240,0,240,100,0,0,0,0,0,0,0,0,0,0,97,59.88,37,15.42,47,0,50,0,0,0,72,59.88,0,0,0,0,0,0,PER.16.9.6_1
1216,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,MARISCAL CACERES,9089,0.03,3669,40.37,5420,59.63,3549,0.04,1781,50.18,1768,49.82,2431,66.26,0,0,2729,50.35,0,0,1623,44.24,387,21.73,839,0.05,784,0.04,1010,0,173,44.24,5160,56.77,41.55,0,0,0,PER.9.7.6_1
1217,HUANCAVELICA,TAYACAJA,AHUIMPUQUIO,AHUIMPUQUIO,1480,0.01,1480,100,0,0,869,0.01,869,100,0,0,743,50.2,0,0,0,0,0,0,465,31.42,97,11.16,220,0.01,245,0.01,204,0,137,31.42,743,50.2,27.46,0,0,0,PER.9.7.4_1
1218,LIMA,CAETE,CHILCA,CHILCA,21573,0.07,626,2.9,20947,97.1,6882,0.07,442,6.42,6440,93.58,74,11.82,16,2.56,2281,10.89,450,0.07,342,54.63,114,25.79,190,0.01,152,0.01,39,12,204,54.63,2355,10.92,52.7,466,2.16,75,PER.16.3.4_1
1219,LIMA,HUAROCHIRI,LAHUAYTAMBO,LAHUAYTAMBO,616,0,616,100,0,0,639,0.01,639,100,0,0,16,2.6,1,0.16,0,0,0,0,145,23.54,38,5.95,82,0,63,0,4,0,89,23.54,16,2.6,25,1,0.16,0,PER.16.6.9_1
1220,LIMA,LIMA,PACHACAMAC,PACHACAMAC,110071,0.37,1187,1.08,108884,98.92,40372,0.4,514,1.27,39858,98.73,153,12.89,11,0.93,27327,25.1,1640,0.24,949,79.95,267,51.95,481,0.03,468,0.03,138,10,547,79.95,27480,24.97,90.2,1651,1.5,90.91,PER.15.1.23_1
1221,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,8766,0.03,1291,14.73,7475,85.27,2228,0.02,534,23.97,1694,76.03,705,54.61,0,0,2152,28.79,19,0,734,56.86,168,31.46,358,0.02,376,0.02,370,0,142,56.86,2857,32.59,52.48,19,0.22,0,PER.12.2.6_1
1222,LIMA,LIMA,LA VICTORIA,LA VICTORIA,173630,0.59,0,0,173630,100,61094,0.6,0,0,61094,100,0,0,0,0,20945,12.06,5412,0.79,0,0,0,0,0,0,0,0,0,0,0,0,20945,12.06,0,5412,3.12,0,PER.15.1.14_1
1223,LIMA,LIMA,LA MOLINA,LA MOLINA,140679,0.48,0,0,140679,100,44918,0.44,0,0,44918,100,0,0,0,0,10322,7.34,1889,0.27,0,0,0,0,0,0,0,0,0,0,0,0,10322,7.34,0,1889,1.34,0,PER.15.1.13_1
1224,CALLAO,CALLAO,BELLAVISTA,BELLAVISTA,74851,0.25,0,0,74851,100,20630,0.2,0,0,20630,100,0,0,0,0,2458,3.28,3222,0.47,0,0,0,0,0,0,0,0,0,0,0,0,2458,3.28,0,3222,4.3,0,
1225,LIMA,LIMA,BREA,BREA,85309,0.29,0,0,85309,100,29818,0.29,0,0,29818,100,0,0,0,0,7218,8.46,2853,0.41,0,0,0,0,0,0,0,0,0,0,0,0,7218,8.46,0,2853,3.34,0,PER.15.1.4_1
1226,JUNIN,HUANCAYO,CHILCA,CHILCA,91851,0.31,55,0.06,91796,99.94,25230,0.25,16,0.06,25214,99.94,31,56.36,0,0,39321,42.84,32,0,39,70.91,11,68.75,19,0,20,0,23,0,8,70.91,39352,42.84,74.19,32,0.03,0,PER.12.4.4_1
1227,JUNIN,HUANCAYO,SAPALLANGA,SAPALLANGA,21096,0.07,1877,8.9,19219,91.1,7247,0.07,843,11.63,6404,88.37,968,51.57,0,0,7021,36.53,1,0,709,37.77,173,20.52,348,0.02,361,0.02,303,0,209,37.77,7989,37.87,31.3,1,0,0,PER.12.4.26_1
1228,JUNIN,CHUPACA,CHUPACA,CHUPACA,20341,0.07,5397,26.53,14944,73.47,6492,0.06,1900,29.27,4592,70.73,1393,25.81,0,0,4815,32.22,3,0,2083,38.6,472,24.84,986,0.05,1097,0.06,488,0,993,38.6,6208,30.52,35.03,3,0.01,0,PER.12.2.4_1
1229,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,SAN PEDRO,210,0,210,100,0,0,204,0,204,100,0,0,0,0,0,0,0,0,0,0,56,26.67,13,6.37,19,0,37,0,0,0,40,26.67,0,0,0,0,0,0,PER.16.6.25_1
1230,HUANCAVELICA,TAYACAJA,SALCAHUASI,SALCAHUASI,2616,0.01,2616,100,0,0,1189,0.01,1189,100,0,0,1713,65.48,0,0,0,0,0,0,1131,43.23,243,20.44,564,0.03,567,0.03,676,0,120,43.23,1713,65.48,39.46,0,0,0,PER.9.7.15_1
1231,JUNIN,CHUPACA,SAN JUAN DE JARPA,JARPA,2658,0.01,2658,100,0,0,1188,0.01,1188,100,0,0,1970,74.12,0,0,0,0,0,0,2143,80.62,703,59.18,953,0.05,1190,0.07,1592,0,86,80.62,1970,74.12,80.81,0,0,0,PER.12.2.8_1
1232,JUNIN,CHUPACA,AHUAC,AHUAC,6267,0.02,2760,44.04,3507,55.96,2524,0.02,1221,48.38,1303,51.62,895,32.43,0,0,1090,31.08,0,0,1196,43.33,307,25.14,571,0.03,625,0.03,322,0,564,43.33,1985,31.67,35.98,0,0,0,PER.12.2.2_1
1233,LIMA,YAUYOS,TOMAS,TOMAS,520,0,520,100,0,0,379,0,379,100,0,0,81,15.58,0,0,0,0,0,0,421,80.96,143,37.73,216,0.01,205,0.01,54,0,282,80.96,81,15.58,66.67,0,0,0,PER.16.9.29_1
1234,HUANCAVELICA,TAYACAJA,SURCUBAMBA,SURCUBAMBA,4601,0.02,4601,100,0,0,1816,0.02,1816,100,0,0,3181,69.14,6,0.13,0,0,0,0,2571,55.88,644,35.46,1280,0.07,1291,0.07,1687,1,105,55.88,3181,69.14,53.03,6,0.13,16.67,PER.9.7.17_1
1235,LIMA,LIMA,SANTA ANITA,SANTA ANITA - LOS FICUS,196214,0.67,0,0,196214,100,56622,0.56,0,0,56622,100,0,0,0,0,39595,20.18,3875,0.56,0,0,0,0,0,0,0,0,0,0,0,0,39595,20.18,0,3875,1.97,0,PER.15.1.37_1
1236,JUNIN,HUANCAYO,PILCOMAYO,PILCOMAYO,20055,0.07,0,0,20055,100,6226,0.06,0,0,6226,100,0,0,0,0,6707,33.44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6707,33.44,0,3,0.01,0,PER.12.4.18_1
1237,JUNIN,CHUPACA,HUACHAC,HUACHAC,2948,0.01,2948,100,0,0,1251,0.01,1251,100,0,0,719,24.39,0,0,0,0,0,0,895,30.36,175,13.99,431,0.02,464,0.03,199,0,461,30.36,719,24.39,27.68,0,0,0,PER.12.2.5_1
1238,LIMA,LIMA,CIENEGUILLA,CIENEGUILLA,34684,0.12,204,0.59,34480,99.41,13251,0.13,238,1.8,13013,98.2,13,6.37,6,2.94,7321,21.23,820,0.12,104,50.98,27,11.34,48,0,56,0,6,5,66,50.98,7334,21.15,46.15,826,2.38,83.33,PER.15.1.8_1
1239,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,SAN MARCOS DE ROCCHAC,1813,0.01,1813,100,0,0,1067,0.01,1067,100,0,0,1424,78.54,0,0,0,0,0,0,929,51.24,223,20.9,460,0.03,469,0.03,666,0,5,51.24,1424,78.54,46.77,0,0,0,PER.9.7.16_1
1240,JUNIN,CONCEPCION,SAN JOSE DE QUERO,SAN JOSE DE QUERO,5398,0.02,2949,54.63,2449,45.37,2212,0.02,1244,56.24,968,43.76,2081,70.57,0,0,949,38.75,0,0,1754,59.48,433,34.81,827,0.05,927,0.05,1187,0,70,59.48,3030,56.13,57.04,0,0,0,PER.12.3.14_1
1241,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,HUACHOCOLPA,3218,0.01,3218,100,0,0,1387,0.01,1387,100,0,0,1760,54.69,1,0.03,0,0,0,0,1630,50.65,373,26.89,806,0.04,824,0.05,884,1,277,50.65,1760,54.69,50.23,1,0.03,100,PER.9.7.7_1
